Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
pas kasus bom surabaya kmrn doi ngepost positif dukung tni polri dan ngecam bgt teroris itu selain doi gw ada2 jg liat cewek2 cadaran ngejar oppa2 korea di airport wqwqwq jadi sama aja sik bagi gw cewek cadaran ada yg fanatik bgt dan ada yg cm penamp,0,0,0,0,0,0,0,0,0,0,0,0
aksi drummer cilik aisya soraya zahra di hadapan ketua umum dpp partai golkar airlangga hartarto menteri perindustrian dan ketua partai golkar prov bengkulu rohidin mersyah plt gubernur,0,0,0,0,0,0,0,0,0,0,0,0
user user user galakin lagi doong katanya pribumi yang punya negeri teriak usang aseng oseng giliran berhadap hadapan langsung sama usang aseng asing oseng loyo,1,0,1,0,0,0,0,0,1,1,0,0
user setelah pki ditumpas habis maka proyek dilanjutkan ke umat islamnmirip amerikansetelah usai perang dingin maka musuh selanjutnya adalah islamnnjahatnbalasan menunggu di neraka,0,0,0,0,0,0,0,0,0,0,0,0
nah lo,0,0,0,0,0,0,0,0,0,0,0,0
user user silit cok,0,1,0,0,0,0,0,0,0,0,0,0
5 kebiasaan yang bisa merugikan kesehatan rambut dan kulit kepala via user,0,0,0,0,0,0,0,0,0,0,0,0
special post for pigijo halo teman2 facebook yuk mampir di tulisan terbaru saya tentang jelajah pelosok indonesia saya membahas tentang pesona budaya dan,0,0,0,0,0,0,0,0,0,0,0,0
user sikap apa emang yg diharapkan soal 65 papua lgbt dan hakhak sipil berani bilang pki gak bersalah papua berhak merdeka lgbt harus dihargai eksistensi amp hak2nya hak sipil harus dipenuhi boleh aja orang bebas bersikap bergantung,0,0,0,0,0,0,0,0,0,0,0,0
user congor baginda apa paham arti mengedepankan dialog baginda cm paham fulus amp ngaceng,1,1,1,0,0,0,0,1,0,1,0,0
user oiya ada taun 2015 tuh berarti rata2nya termasuk 1 tahun 2 bulan rejim skrng xf0x9fx98x89,0,0,0,0,0,0,0,0,0,0,0,0
user hallo bu dokter yg ada persekusi muslim di papua persekusi trhadap uas di bali fh di manado mayoritas modal thd minoritas uang di nkri bukan mayoritas muslimmepersekusi minoritas cina kristen dll,0,0,0,0,0,0,0,0,0,0,0,0
user pak user yang menolak negara islam di indonesia harus berani membubarkan kua pengadilan agama,1,0,0,1,1,0,0,0,0,0,1,0
jokowi mengatakan sebuah negara akan kuat bila umaroh pemerintah dan ulama berjalan beriringan dan selalu bersilaturahmi,0,0,0,0,0,0,0,0,0,0,0,0
nih sobat salah satunya kelebihan presiden kita user ketatnya pengawasan oleh jokowi terhadap pengembangan proyek strategis nasional harus betul2 di laksanakan dengan tepat di lapangan tujuan protek ini adalah untuk menekan ketimpangan sosial antar,0,0,0,0,0,0,0,0,0,0,0,0
bom pertama sekutu dijatuhkan di berlin pada perang dunia ke ii membunuh satusatunya gajah di kebun binatang berlin,0,0,0,0,0,0,0,0,0,0,0,0
rt user user user user tul juga noh liat tas istrinya jokowi kampungan p,1,1,1,0,0,0,0,0,1,1,0,0
user yahh ini semua gara2 mata wasit yg picek gk liat bola kena raket jadi pada lebih menyalahkan sikap kevin,1,1,1,0,0,0,1,0,0,1,0,0
dan setauku juga isu privatisasi air ini cukup lama mereka awasi waktu jaman pilkada dulu sih pasti berkicau di sosmed sekarang kok enggak ya serius nanya,0,0,0,0,0,0,0,0,0,0,0,0
user heh monyet gua kiraa bukan gua b ub lu kampret wkwkwkwkk,0,1,0,0,0,0,0,0,0,0,0,0
user onta tolong agak klesi,0,0,0,0,0,0,0,0,0,0,0,0
gimana dgn sumber waras trans jakarta ko jokowi diem ajah harusnya si kutil babi ahok di ganyang,1,1,1,0,0,0,0,0,1,1,0,0
nahdliyin bersatu minta penghinaan ke maruf amin dihentikan,0,0,0,0,0,0,0,0,0,0,0,0
user user kalo scr geografis iya tpi dlm sepakbola itali msk dlm negara yg sepakbola n ekonomi ny maju makanya kita blang eropa barat klo eropa timur identified ny dr negara2 bekas paham komunis,0,0,0,0,0,0,0,0,0,0,0,0
user demina xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82 ih anjir sekarang malah jadi model brandnya ajsjsjsjaja,0,1,0,0,0,0,0,0,0,0,0,0
pemprovsu gencar lakukan sosialisasi untuk mensukseskan pilkada serentak 2018,0,0,0,0,0,0,0,0,0,0,0,0
user kamu ga budek ko cuma tulinnnga,0,1,0,0,0,0,0,0,0,0,0,0
duduk serumah tapi masak asing2 makan sendiri2 serupa takpayah duduk serumah duduk asing lebih baik sebab nak buat apa pn orang tak kisah,0,0,0,0,0,0,0,0,0,0,0,0
warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 214 sebabaduy2018,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user ganda campuranncampur tangan aseng,0,0,0,0,0,0,0,0,0,0,0,0
user user haduh sibuk ea celeng,1,1,1,0,0,0,0,0,1,1,0,0
user makanya kalo laper mending jual diri aja jangan jual otak goblog kan jadinya,0,1,0,0,0,0,0,0,0,0,0,0
ketua umum ppp m romahurmuziy bersilaturahmi ke kediaman ketua utama alkhairaat habib sayyid saggaf muhammad aljufri romahurmuziy ppp10sempurna,0,0,0,0,0,0,0,0,0,0,0,0
ada perek yang imagine nya liar yg longrep gak cuma desah doang mau gue mainin memeknya langsung follback ya,0,1,0,0,0,0,0,0,0,0,0,0
hetifah tingkatkan sektor pariwisata kaltim baca berita update lainnya di korankaltim bacakorankaltim wisatakaltim samarinda tenggarong balikpapan bontang berau,0,0,0,0,0,0,0,0,0,0,0,0
user user hti sama wahabi mugkin layak di bubarkan,1,0,0,1,1,0,0,0,0,0,0,1
user user masalah kebijakan yg terlalu pro aseng le coba le buka syarat2 investasi g to g indonesia rrc ada klausul mengikut sertakan tka nya mereka,0,0,0,0,0,0,0,0,0,0,0,0
user user bagi yg muslim tahan diri pak user tidak spesifik menyebut kitab suci agama manapun boleh jadi muslim sesama muslim sedang diadu domba dg bawa2 al quran disini salam,0,0,0,0,0,0,0,0,0,0,0,0
udah setan terkutuk pula sedih banget jadi gue,0,1,0,0,0,0,0,0,0,0,0,0
tlg polri memeriksa anies sandi yg sdh jelas terlibat dlm saracen membatalkan pengangkatan mrk sesuai hukum yg berlakuuser user,1,0,1,0,0,0,0,0,1,1,0,0
user boleh kampus gue ada foreigner pake rok sebawah pantat dikit aja ada wkwkw balik lagi sih tergantung ada beberapa dosen yg nentuin pakaian,0,0,0,0,0,0,0,0,0,0,0,0
beruntung ahok nyungsep,1,0,1,0,0,0,0,0,1,1,0,0
user begok tuh pengikut rijik bakalan jadi korban pertama uu md3 ludasar dongok kaum sumbu pendek,1,1,0,1,0,0,0,0,1,0,1,0
bank rumah boleh direalisasi,0,0,0,0,0,0,0,0,0,0,0,0
biasanya yang paling brengsek itu yang paling di sayang,0,1,0,0,0,0,0,0,0,0,0,0
user pendapat tu ada kena g tgk balik petikan bh pasal isu tarikh pru tu tghh bg pendapat bukan kecaman bila federal tak bagi dana macam mana nak boost ekonomi aku dlm industi ong skrg tranung patut jadi negeri paling kaya dah sekarang ni nak,0,0,0,0,0,0,0,0,0,0,0,0
bajingan lu silvy debatfinalpilkadajkt,1,1,1,0,0,0,0,0,1,1,0,0
hahaha bangsaaat tak apalah yg penting masih punya morahnbegundal bukan bajingan abalabalxe2x80xa6 url,1,1,1,0,0,0,0,0,1,1,0,0
asisten gubernur kepala departemen kebijakan ekonomi dan moneter bi dody budi waluyo mengatakan,0,0,0,0,0,0,0,0,0,0,0,0
sedianya hari ini rabu 1104 0800 wib akan dilakukan pemeriksaan saksi dari pelapor oleh penyidik di unit terorisme ditreskrimum polda jatim pd kasus dugaan penodaan agama oleh sukmawati tapi karena ada kendala maka pemeriksaan ditunda ke hari esok,0,0,0,0,0,0,0,0,0,0,0,0
rt user user gerombolan ini memang selalu butuh manusia tolol untuk jadi pengikutnya xf0x9fx98xa1xf0x9fx98xa1xf0x9fx98xa1xf0x9fx98xa1xf0x9fx98xa1,1,1,0,1,0,0,0,0,1,0,1,0
user makanya saracen mca pasnasbung cuci otak rinso isis group onta kehabisan akal otak dungu apa rakyat masih bisa ditipu,1,1,0,1,0,0,0,0,1,0,1,0
user user user jgn diladenin dia tu hanya seekor cebong kelayaban tanpa tujuan,1,1,1,0,0,0,0,0,1,1,0,0
user user diganti kotak kosong pun akan lebih baik drpd dilan terpilih lagi 2019gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
user user user dpr lbh kompak lg soal uu md3 xf0x9fx98x85xf0x9fx98x85xf0x9fx98x85,0,0,0,0,0,0,0,0,0,0,0,0
membisikkan allah allahxe2x80xa6 allah allahuakbar allah allahnnapabila melihat hamba abdinya belum insaf umar menyeretnya ke pinggir kota dan mengikatnya di tiang dia menyuruh orang mengorek mata zinnirah sehingga buta ada juga s,0,0,0,0,0,0,0,0,0,0,0,0
ulama jabar siap dukung jokowi di pilpres 2019,0,0,0,0,0,0,0,0,0,0,0,0
rt user user manggilnya jgn pelan2 mbak cebong budek smuaxf0x9fx98x82xf0x9fx98x82xf0x9fx98x82,1,1,0,1,0,0,1,0,0,0,1,0
pendukung napi ahok dan jokowi sudah tidak punya akal dan bukan pks kasihan sekali umat cebong,1,1,0,1,0,0,0,0,1,0,1,0
hukuman yang kudapatkan lebih keras dari yang ibu berikan aku rindu ibu tapi aku tak boleh merindukannya karena antek paman zhong selalu berkata ibu tak membutuhkanku dan aku harus menerima kehidupan baruku nnlambat laun aku menerima kehidupan 373,0,0,0,0,0,0,0,0,0,0,0,0
user tolol luh,1,1,1,0,0,0,0,0,1,1,0,0
rt user ahokpastitumbang fakta di bilang fitnahndebatfinalpilkadajkt,1,0,1,0,0,0,0,0,1,1,0,0
semua sukubangsa melakukan itu tidak terkecuali arab hejaz kita tahu mesir mempraktekannya dgn nama seperti akhenaten mesopotamian seperti awelmarduk atau orang ibraniyahudi dgn ishmael yehohanan etc,0,0,0,0,0,0,0,0,0,0,0,0
karena faktanya subprime mortgage yg jadi dasar kekhawatiran bi memang memberikan dampak sistemik bukan hanya pada tingkatan sistem perbankan namun berimbas pada ekonomi negara secara umum kasus yunani,0,0,0,0,0,0,0,0,0,0,0,0
user ada nama panggilanya yasuko entah alesanya apa ya cuman dulu waktu kecil aku itu gendutmata nya sipit yah gitu lahh ssemangatpagi,0,0,0,0,0,0,0,0,0,0,0,0
saya minta kader pkb yang mengikuti pilkada agar tak lupa memperdayakan produktifitas tanaman kopi di daerah bersangkutan dalam program kerjanya kelak minumkopiindonesia,0,0,0,0,0,0,0,0,0,0,0,0
user si ahok pantasnya dinobatkan sbgai babi ngepret,1,1,1,0,0,0,0,0,1,1,0,0
dan setelah memperingati tradisi seba di pendopo pemkab lebak akan dilanjut kembali bertemu dengan gubernur banten wahidin halim hari ini 214 sebabaduy2018,0,0,0,0,0,0,0,0,0,0,0,0
hei kunyuk user supaya ente paham ya prabowo subianto jadi capres aja udah salah apalagi jadi presiden ps memang pas jadi capres abadi url,1,1,1,0,0,0,0,0,1,1,0,0
user wah ternyata bapak ini berfikirnya tentang agama dan membela agama tebang pilih allah akan meminta kesaksian dirimu sebagai seorang yang mengaku ulamaustad apa kitab suci mu nanti bapak boleh jawab gak da krn itu fiksi semua,0,0,0,0,0,0,0,0,0,0,0,0
anakanak harus punya citacita dan harus bersemangat hal tersebut disampaikan presiden user saat bertemu dengan anakanak penyintas kanker di istana kepresidenan bogor jawa barat jumat 64 user setkabakhirpekan,0,0,0,0,0,0,0,0,0,0,0,0
rt user memek rapet memek ngewe ngentot sange bahancoli url,0,1,0,0,0,0,0,0,0,0,0,0
lain kali jangan hanya pencopotan spanduknya pak tangkap juga mrk yg masang supaya ada konsekwensi dr perbuatan tercela semacam itu bravopolri,0,0,0,0,0,0,0,0,0,0,0,0
slogan tipu teriak saya pancasila saya indonesia didalam hati saya komunis,1,0,1,0,0,1,0,0,0,1,0,0
user user udik emang bego haha,1,1,1,0,0,0,0,0,1,1,0,0
ujaran kebencian melalui perangkat digital sudah terjadi sejak zaman sby kl sby cukup mengklarifikasi info sesat kl skrg main tangkap,1,0,1,0,0,0,0,0,1,1,0,0
hidup ya gitu biasanya kita dipertemukan dengan manusia yang brengsek dulu biar bisa ngehargain orang yang lebih baik nantinya,0,1,0,0,0,0,0,0,0,0,0,0
user bonek jancok suporter suci di indonesia gak pernah maling gorengan dan gak pernah jarah warung nbonek jancuknnsory rasis udah gak kuat menahanxf0x9fx98x82xf0x9fx98x82xf0x9fx98x82xf0x9fx98x82,1,1,0,1,0,0,0,0,1,0,1,0
rt user user user user user user user user hajar jokowii,1,0,1,0,0,0,0,0,1,0,0,1
user semua harus berhatixe2x80x9d jika ingin menjatuhkan vonis xe2x80x9ckafirxe2x80x9d kpd org lain itu tidak boleh,0,0,0,0,0,0,0,0,0,0,0,0
user bolot wkwkwk tipo,0,1,0,0,0,0,0,0,0,0,0,0
super gubernur indonesia memang membanggakan beda kelasnya dengan gubernur reklamasi yang dibangga2kan para cukong 2019gantipresiden 2019presidenbaru cukupsatuperiode,1,0,1,0,0,0,0,0,1,1,0,0
user gak brengsek cuma brisik dan geniteh gatau deh lol,0,1,0,0,0,0,0,0,0,0,0,0
user ngentot yuk,0,1,0,0,0,0,0,0,0,0,0,0
informasi yg kami sampaikan sejak 8 tahun lalu itu 99 terbukti akurat telah dan sedang terjadi ri jadi korban imperialism via proxynnmengapa info tsb tdk efektif mencegah proxy war dan aws konspirasi global nnkrn pemimpin tertinggi pada saat itu,0,0,0,0,0,0,0,0,0,0,0,0
gmnisatuxc2xb2nya organisasi kemahasiswaan yg mampu bertahan mempertahankan ajaranxc2xb2 bung karno sejak presiden pertama itu diturunkan dr tampuk kekuasaan oleh rejim orde baru pada 1967eksistensi amp konsistensi gmni pun trus bertahan melwati,0,0,0,0,0,0,0,0,0,0,0,0
user user user user menarik untuk menengok sikap institusi2 negara thdp tuduhan jokowi adalah komunis dan china,0,0,0,0,0,0,0,0,0,0,0,0
user yaaaelaaaaaa manusia babi dasar,1,1,1,0,0,0,0,0,1,1,0,0
user user sepertinya efek dari uu md3 boleh ngomong sesuka hati,0,0,0,0,0,0,0,0,0,0,0,0
rt user ustad tukang fitnah ini menuduh jokowi pki kapan ditangkap,1,0,1,0,0,0,0,0,1,1,0,0
ab seorang yang selalu berusaha keras untuk berhasil dalam pekerjaannya,0,0,0,0,0,0,0,0,0,0,0,0
user user dia kek jadiin autis itu lucuan intinya gt deh,0,0,0,0,0,0,0,0,0,0,0,0
2 dalam rapat terbatas ini presiden user mengingatkan pentingnya publikasi terhadap kegiatan yang akan diselenggarakan di jakarta dan palembang pada bulan agustus mendatang jokowipacupromosiasiangames yukpromosikanasiangames18,0,0,0,0,0,0,0,0,0,0,0,0
user apa yang tidak terpikirkan oleh kita semuanya bisa terjadi di rezim ini xf0x9fx98x82,0,0,0,0,0,0,0,0,0,0,0,0
budaya meminta2 kat social media ni macam melampau2 pulak lately,0,0,0,0,0,0,0,0,0,0,0,0
user user user daripada kau bodat komunis,1,1,1,0,0,1,0,0,0,1,0,0
user user satu bukti valid lagi bahaya virus idiot yg diminum oleh salah satunya admin user bisa membuat otak berhenti bekerja saat mulut bicara atau jari menekan keyboard komputer,0,1,0,0,0,0,0,0,0,0,0,0
user user dasar bencong,1,1,1,0,0,0,0,1,0,1,0,0
aniessandi gunakan produk saracen url,1,0,0,1,0,0,0,0,1,0,1,0
user user taman rezim skrg di 2019 rakyat sudah muak 2019gantipresiden,1,0,0,1,0,0,0,0,1,0,1,0
user iya user kalah lawan bani taplak lol,1,1,0,1,0,0,0,0,1,0,1,0
user yg kunyuk kunyuk ini yg heboh prof ditambah penumpang gelap dan pasukan nasi campur,0,1,0,0,0,0,0,0,0,0,0,0
user tai kucing cina mulai intervensi wilayah kalimantan hati hati gara gara ahok simulut jamban,1,1,0,1,0,1,0,0,0,0,1,0
kanan keponakan saya muhammad alfathih hidayat yang lagi kuliah di turki dan sudah selesai hafalan 30 juz wefie bareng gubernur user ketika beliau sedang dinas ke sana,0,0,0,0,0,0,0,0,0,0,0,0
final user vs bani taplak akan disaksikan user pak user nonton gak ni bareng user dan user,0,0,0,0,0,0,0,0,0,0,0,0
rt user saat semua yg ditakutkan dari prabowo sudah dilakukan dengan sukses oleh jokowi apakah masih perlu takut sama prabowo,1,0,1,0,0,0,0,0,1,1,0,0
user cosplaynnpemilik surai putih memiringkan kepalanya penasaran ada bingung pun ada dia pun memutari sebentar sosok asing di depannya itunncosplay apa,0,0,0,0,0,0,0,0,0,0,0,0
ternyata bner tu pak user alasan pembakaran 7 sd di palangkaraya cm utk diperhatikan amp segra pengadaan proyek url,1,0,1,0,0,0,0,0,1,1,0,0
user papua itu indonesiaitu hijab bukan cadarorang2 wanita yahudi juga pake cadar,0,0,0,0,0,0,0,0,0,0,0,0
biaya pilkada langsung mahal zulkifli melalui dprd oke,0,0,0,0,0,0,0,0,0,0,0,0
6922nwedeeeh ini mah udah ky brother from another meki hahahahahah ngocol anjing ni anak g paham lg gua tiap chatan ketawa mulu gua dibuatnya ampe sakit perut baik banget open minded friendly kocak sampah idiot demen ngentot yg ada dipikirannya itu memekmemek mulu,0,1,0,0,0,0,0,0,0,0,0,0
user gubernur yg terpilih sekarangakan hancur dgn perbuatannyalihat saja nantiahok no 1,1,0,1,0,0,0,0,0,1,1,0,0
user dasar antek asing,1,0,1,0,0,0,0,0,1,1,0,0
user user user user muke lo mirip kontol monyet,1,1,1,0,0,0,1,1,0,1,0,0
user user user user user user user kalau ada islam nusantarannartinya kita mengakui juga adanislam chinanislam inggrisnislam hongkong ndllnnnah islam nusantara ada turunannya doongnnislam sundanislam,0,0,0,0,0,0,0,0,0,0,0,0
massa tuntut kejaksaan tuntaskan kasus dugaan korupsi pkk dairi,0,0,0,0,0,0,0,0,0,0,0,0
saya keberatan diwakili setya novanto di dprri pecat setya novanto dari dprri,1,0,1,0,0,0,0,0,1,0,0,1
tki kita banyak di hongkong ada yang takut tki xe2x80x9cdipengaruhixe2x80x9d oleh ustad2 212 menjelang pilpres suara2 di ln harus diamankan url,1,0,0,1,0,0,0,0,1,0,1,0
rt user betul pki adalah jombi yg mengancam nkri dan hanya ummat islam lah mampu ganyang pki url,1,0,0,1,0,1,0,0,0,0,0,1
alasan novanto tertidur saat pembukaan munaslub golkar via user,0,0,0,0,0,0,0,0,0,0,0,0
jagalah kesehatan berpikir dan berlogika yang benar dengan 2019gantipresiden,1,0,1,0,0,0,0,0,1,1,0,0
jika lgbt akan dibunuh pada usia 12 tahun jantina yg manakah anda pilih untuk dilahirkan jika diberi peluang sebelum keluar dari rahim,0,0,0,0,0,0,0,0,0,0,0,0
user reflek sarah mencubit pinggang sang adam ketika motor dilajukan dengan begitu cepatnya kedua alisnya tertaut kesal lantas meluncurkan protesnnkau ini sedang membawa gadis bukan preman pasar idiot,1,1,1,0,0,0,1,0,0,1,0,0
user kalau boleh saya ngomong ingin saya katakan ahmad dhani monyet babi anjing tapi itu tidak boleh,1,1,1,0,0,0,0,0,1,1,0,0
fpi siap gelar jihad konstitusional untuk lengserkan jokowi url bijakberpendapat inibaruindonesia mohabbatein305,1,0,1,0,0,0,0,0,1,1,0,0
biadab pekerja asal cina membuang bendera indonesia ke tanah aseng saya asing tiongkok url,1,1,1,0,0,1,0,0,0,1,0,0
user sebab johor antara negeri paling pesat pembangunan penting untuk ada golongan professional yang menjaga agama,0,0,0,0,0,0,0,0,0,0,0,0
user beginilah kelakuan si bani onta ekstrak tinja ngoaaahahaaaaa salam pks penjahat kelamin syariah,1,1,0,1,0,0,0,0,1,0,1,0
user bahasa asing yg lainnxf0x9fx98xae,0,0,0,0,0,0,0,0,0,0,0,0
user user user user pepatah itu cocoknya buat jongos yg nyaring ngibulnyansangking sibuk kerjapencitraan dolar ngeroketsi tablo planga dongo,1,1,1,0,0,0,0,0,1,1,0,0
user user iyah malah jadi ribet padahal sekolah muhammadiyah di papua yang seluruh siswanya kristen saja muridnya tidak ada yang dipaksa pakai jilbab gurunya yg berjilbab karena memang muslimah,0,0,0,0,0,0,0,0,0,0,0,0
di p e r u ada gunung pelangi rainbow mountain brbagai warna mmbntuk bukit indah seperti indonesia brbagai sukuagamaetnik membentuk indonesia perbedaannya menyajikan keindahan harmoni berbangsa kita b a n g g a nkri kita bangga,0,0,0,0,0,0,0,0,0,0,0,0
user user user heiahok sudah jauh2 hari mikirin ini bukan kayak wan abut yg cetek mikirnya merk islam tp otak kapir,1,1,1,0,1,0,0,0,0,1,0,0
presiden jokowi soroti iklan asian games di media massa yang masih minim,0,0,0,0,0,0,0,0,0,0,0,0
user ternyate nyang nulis twit ne cebong kelas kakap folower 35ribu tapi sayang bloon dongo sialan haram jadah men fitneh dasar bangsat xf0x9fx91x8e,1,1,1,0,0,0,0,0,1,1,0,0
user masuk katagori barisan dajjal dan iblis si bu suk,1,1,1,0,0,0,0,0,1,1,0,0
user biar aja biar tai nya kena bapak lo itu ya loh tuh kan gak suka sm ahok jadi biar loh sm bpk loh sm ibu loh kena tai nya,1,1,0,1,0,0,0,0,1,0,1,0
mau merindukan suharto ya monggo aja sihnntapi kalian yakin bisa nyebarin hoax sama bisa nyerang presiden kayak sekarangnnblom nyebar hoax ama nyerang presiden kalian udah hilang duluan wkwkwk,0,0,0,0,0,0,0,0,0,0,0,0
cinta tidak harus memiliki kata org yg tdk prnah dicintai wakaka kasian bgt yg suka bilang kya gtu cinta itu harus memiliki bego,1,1,1,0,0,0,0,0,1,1,0,0
user peh aku dah cacat weh,0,0,0,0,0,0,0,0,0,0,0,0
abraham samad ogah menteri namun mau dicalonkan jadi presiden,0,0,0,0,0,0,0,0,0,0,0,0
kepala seksi perlindungan dan pemberdayaan bp3tki padang valerie chistie faisal s pd memdampingi tki purna binaan bp3tki padang dalam survei yang dilakukan oleh tim penilaian badan ekonomi kreatif indonesia url,0,0,0,0,0,0,0,0,0,0,0,0
jika istana sudah dikuasai komunis rakyat harus bagaimana lengserkan jokowi jokowi diktator rakyat bersama tni url,1,0,1,0,0,0,0,0,1,0,0,1
user user user user user user ini pula alasan mengapa gereja katolik tdk mudah disitir seenak udel umatnyansy ingat pernah di sebuah gereja katolik di flores sekelompok umat diusir dr dlm gereja karena keteribata,0,0,0,0,0,0,0,0,0,0,0,0
indobet365 resultjapannkeluaran togel japan hari rabu 28 maret 2018nresult 9 1 0 3nshio monyetnurl url,0,0,0,0,0,0,0,0,0,0,0,0
user sy umat nasranidan sy gk pernah dgr pendeta kami berbicara utk memilih pemimpin sesama kristen pendeta kami mengajarkan kami utk memilih pemimpin yg jujur dan mengayomi rakyat nya dan menjaga nkri regardless apapun itu agamanya jg,0,0,0,0,0,0,0,0,0,0,0,0
user jancuk,0,1,0,0,0,0,0,0,0,0,0,0
prabowo jadi kuli saja indonesia kalah saing url,1,0,1,0,0,0,0,0,1,1,0,0
ohiya kenapa sekolah yg mayoritas tionghoa justru mereka yg dibedakan gatau pribumi nya juga banyak 1112 lah kepseknya juga pribumi,0,0,0,0,0,0,0,0,0,0,0,0
kadin gubernur suka marahmarah jangan dipilih,0,0,0,0,0,0,0,0,0,0,0,0
bangkai betul nasib baik uzur,1,1,1,0,0,0,0,0,1,1,0,0
silakan menangis silakan iri silakan pingin nyaingin exo dan exol but mimpi lu ketinggian gan presiden korea fans exo anak pak jokowi jg fans exo exo mah lebih selebih lebihnya pokoknya mah wksk gosa sok nyaingin exomedals mtvbrkpopexo premiosmt,0,0,0,0,0,0,0,0,0,0,0,0
user teh bisa kasih cara gak gimana bisa tb tb ngajak omong orang asing aku sering si ngopi sendiri ke bioskop sendiri dan ada orang yg sendirian juga pengen ngajak ngobrol soalnya sama sama lagi sendiri xf0x9fxa4xa3,0,0,0,0,0,0,0,0,0,0,0,0
user user user yang yahudi juga,0,0,0,0,0,0,0,0,0,0,0,0
anda itu dongo sama spemkiirannya dgn si gerung kitab suci itu di pakai smua agama bukan cma islam bahkan agama2 lain akan merasa ternista,1,1,1,0,1,0,0,0,0,1,0,0
makin minder ketemu teman sd yg smanya di sekolah katolik yg terbagus juga pelajaran2 mereka aktifitas di sekolah udahlah itu kalah jauh,0,0,0,0,0,0,0,0,0,0,0,0
np user falshbacknnkamu bisa membuat masker rambutmu bahannya pun termasuk mudah di dapat kamu tinggal memilih entah itu masker alpukat telur santan buahbuahan atau lidah buayannserasi,0,0,0,0,0,0,0,0,0,0,0,0
gtgtltltlt warga baduy setelah selesai memperingati tradisi seba di pendopo pemkab lebak akan dilanjutkan kembali bertemu dengan gubernur banten wahidin halim hari ini sabtu 214 sebabaduy2018,0,0,0,0,0,0,0,0,0,0,0,0
bangsaaat tolol ajg bangsat ajg tolol oon bloon bego ajggggggggg alay ajg bangsat jable,1,1,1,0,0,0,0,0,1,1,0,0
giat piket patroli brigadir dede rudi dan brigadir erik iskandar pam dan gatur d perempatan tarum timur binong antisipasi yang berangkat hajian situasi aman tka arulin lancar url,0,0,0,0,0,0,0,0,0,0,0,0
user mana suaranya bani kampret apa udah mati kekenyangan,1,1,0,1,0,0,0,0,1,0,1,0
user user partai sontoloyo,1,1,0,1,0,0,0,0,1,0,1,0
dan mereka akan semakin defisit mbok ora ndagel to min uang dicetak dgn 2 sistem 1 pseduo gold pake cadangan emas krn defisit apa nda malah defisit 2 uang fiat jaminan asset karena defisit trs jaminan asetnya apa jadinya ap,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user user user user user user user user user user user user user user user user user user,1,1,1,0,0,0,0,0,1,1,0,0
user user najis gua liatnya,0,1,0,0,0,0,0,0,0,0,0,0
user dosen ui ade armando kembali dipolisikan terkait penodaan agama denny mempersoal,0,0,0,0,0,0,0,0,0,0,0,0
brengsek anjeng yut ga gini dong ah gila url,1,1,1,0,0,0,0,0,1,1,0,0
cc user lg nafsu tenaga kurang url,1,0,1,0,0,0,0,0,1,1,0,0
xl jancuk,0,1,0,0,0,0,0,0,0,0,0,0
user user cacat lo ceng,1,1,1,0,0,0,1,0,0,1,0,0
40 jika jokowi mundur maka akan bergelar negarawan tapi hal itu mustahil pasti akan tetap bertahan dan kita akan melihat berakhir,1,0,1,0,0,0,0,0,1,1,0,0
user papah matamu picek,1,1,1,0,0,0,1,0,0,1,0,0
user pak user jalan menuju indonesia baru tanpa islam akan jadi indah jika muslim dpt diajak diskusi,1,0,0,1,1,0,0,0,0,0,1,0
rt user ayat xe2x80x9cbosskuxe2x80x9d dengan xe2x80x9cmaju lu sini anjingxe2x80x9d ni memang sedap diguna satu terlalu sopan satu terlalu kurang ajar,1,1,1,0,0,0,0,0,1,1,0,0
rt user user user komunis itu sadah bankrut bro seiring perestroika cecep gorbachev,1,0,0,1,0,1,0,0,0,0,1,0
sayang industry oil n gas kita kebnykkan warga asing di mnakah anak melayu,0,0,0,0,0,0,0,0,0,0,0,0
user user saya setuju di maafkan tapi 100 user menista agama kitab suci adalah wahyu allah tidak ada tafsiran apapun dia sudah menyakiti hati semua pemeluk agama biar allah yg memberi ganjaran yg sesuai ini dasar saya m,0,0,0,0,0,0,0,0,0,0,0,0
user kalau aku iyain aku dikasih apa sabi menyipitkan matanya yang sudah sipit,0,0,0,0,0,0,0,0,0,0,0,0
user aku katakan anjing kpd ahmad dani bolehaku katakan babi kpd ahmad dhani boleh,1,1,1,0,0,0,0,0,1,1,0,0
pembatalan pembangunan proyek rka hambat pertumbuhan ekonomi jambi,0,0,0,0,0,0,0,0,0,0,0,0
user user user user user user user user user user user user user user saya hargai pendapat bung user tp yg disampaikan bukan sekedar pendapat,0,0,0,0,0,0,0,0,0,0,0,0
